Age,Gender,Education_Level,Marital_Status,Settlement_Type,Income_Covers_Expenses,Employment_Status,Future_Economic_Situation,Rich_Poor_Gap_Problem,Trust_Religious_Leaders,Trust_Islamist_Party,Trust_Government,Corruption_State_Agencies,Laws_Based_Sharia,Men_Better_Political_Leadership,Democracy_Preference,Freedom_Express_Opinion,Violence_Against_Women_Change,Internet_Usage_Frequency,Social_Media_Hours_Daily,Thought_Emigrating,Cntry_1,Cntry_5,Cntry_7,Cntry_8,Cntry_9,Cntry_10,Cntry_11,Cntry_12,Cntry_13,Cntry_15,Cntry_19,Cntry_21,Religious_Self_Description
28.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,1.0,6.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
52.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
38.0,2.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
42.0,1.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,2.0,6.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
19.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
52.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
38.0,1.0,6.0,4.0,1.0,4.0,6.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
50.0,1.0,6.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,2.0,6.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
21.0,2.0,6.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
38.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
32.0,2.0,6.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
38.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,2.0,6.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
34.0,2.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
26.0,2.0,5.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,1.0,7.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
35.0,1.0,6.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
19.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
36.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
33.0,1.0,7.0,1.0,2.0,4.0,6.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
32.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
40.0,1.0,7.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
33.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
37.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
37.0,2.0,6.0,7.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
33.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
18.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
35.0,2.0,1.0,4.0,2.0,3.0,6.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
34.0,2.0,6.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,1.0,7.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
44.0,1.0,6.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
60.0,2.0,6.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,2.0,5.0,6.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
18.0,2.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
19.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
21.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
38.0,1.0,7.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
48.0,2.0,6.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,1.0,6.0,1.0,2.0,3.0,6.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,2.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
52.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
52.0,1.0,6.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
36.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,2.0,6.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
21.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,1.0,6.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
48.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
33.0,2.0,6.0,4.0,1.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,2.0,3.0,7.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
42.0,1.0,6.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,2.0,6.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
28.0,2.0,7.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
28.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
50.0,1.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
20.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
40.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,1.0,6.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
22.0,1.0,4.0,1.0,1.0,3.0,6.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
27.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
22.0,2.0,5.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
29.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
18.0,1.0,5.0,3.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
19.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
26.0,1.0,5.0,1.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
30.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,2.0,5.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
63.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
65.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
55.0,1.0,6.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,2.0,6.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
45.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
31.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
27.0,2.0,5.0,5.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,2.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
23.0,1.0,6.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
60.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
28.0,2.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
24.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
18.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
